id,manufacturer,model,year,gearbox_type,operating_hours,fuel_type,registration_fees,efficiency,engine_capacity,price
Rj3THD4tupqrWHtEM86QJK,C,C_4,2016,Manual,34505,Petrol,20,60.1,1.0,8900
bvGV2tidTbKALLE3TacWm7,D,D_7,2019,Manual,1642,Petrol,145,44.1,1.0,15800
9rN9cVgvq7KjJ8HmwtEtoc,E,E_4,2016,Semi-Auto,20792,Petrol,145,47.9,1.4,15997
fCtY5YhHTPgCgAqVBbBkWz,F,F_6,2017,Automatic,23999,Hybrid,135,74.3,1.8,19699
dYEFuF7fiZurbi8QM2S42C,G,G_3,2019,Manual,28957,Diesel,145,47.9,2.0,17500
NS6yxmnnFYjgbHX2Y4PG4i,A,A_3,2017,Automatic,13341,Petrol,160,43.5,1.4,13800
89m89XNBFqwXV6Xeog44r5,D,D_2,2014,Automatic,227,Petrol,160,45.6,1.2,9000
ThzahxF9dCJ3baSKmPSTCx,G,G_7,2017,Manual,9000,Petrol,30,57.7,1.2,7995
WmfsrzkzkJcfi4zBCdArQP,F,F_5,2019,Manual,5883,Petrol,145,56.5,1.0,9495
WbkwpXyc3Qxzgfh9Siy752,E,E_0,2011,Manual,45000,Diesel,0,70.6,1.6,6475
4uDBa57rGoRu7cHWn9eB85,G,G_7,2017,Manual,81942,Petrol,150,57.7,1.2,5750
fjLRmKfGEjudAHk7WS6xnd,I,I_6,2017,Semi-Auto,21000,Diesel,145,74.3,1.5,15750
fCstu8sa7WTvj3WJ4XEEzK,B,B_8,2016,Automatic,17303,Hybrid,0,85.6,2.0,34498
jCYCzfcWVQwVZoNBHfuXoy,B,B_0,2016,Manual,54820,Diesel,125,60.1,2.0,12990
d3b7iS3guBAK4jv7wSaeBc,A,A_2,2016,Manual,23258,Petrol,20,62.8,1.0,6160
kcQqsphgNtRfbnwe7sQLkG,C,C_13,2018,Semi-Auto,12688,Petrol,145,47.1,2.0,21498
2bBdRGbPZLSQWMHUzzTzMR,I,I_9,2014,Semi-Auto,78845,Diesel,30,64.2,2.1,13100
jJ3K44rZnZtx43J3z49fe4,F,F_3,2019,Manual,4967,Petrol,145,47.9,1.5,11923
PfFDWHDcxR3sBR8rsSYu4U,H,H_0,2019,Semi-Auto,13863,Diesel,145,70.6,1.6,15460
PvmBavW28VArm4hZuK8SJ7,E,E_8,2017,Manual,47750,Diesel,30,61.4,1.6,19999
mNja2wr6uxEdtYhxzoDXVM,C,C_4,2019,Manual,791,Petrol,145,48.7,1.0,14985
Fs7RzyMQWpxUA5Bv453HPJ,A,A_0,2011,Manual,64269,Petrol,30,55.4,1.0,3799
54wka4zDhe3wbjbCpBSZx4,A,A_1,2017,Manual,26388,Petrol,145,51.4,1.4,9499
9Gm3Cd93x9fCtLz7N3du7Z,H,H_4,2019,Automatic,3353,Petrol,145,31.4,2.0,31994
UMcsgWVCPpfcwtNaJoD4S9,I,I_4,2019,Automatic,7848,Diesel,150,36.7,2.0,47995
m9nzVXSwMarEfgar22DiwS,H,H_4,2019,Automatic,17265,Diesel,150,37.2,2.0,26490
SBrfFEpC7VwwfxezbhGHjr,I,I_8,2019,Semi-Auto,9418,Diesel,145,41.5,2.1,32499
ip7gwKZ8VDK4pWzbpp3ZrM,G,G_1,2019,Automatic,13895,Petrol,150,42.8,1.0,17500
ToUc57qt4k792scpeECS4U,G,G_0,2020,Manual,2489,Petrol,150,55.4,1.0,15980
YMBh7t4bXYg68stK4Ckgfd,A,A_0,2018,Manual,18016,Petrol,145,43.5,1.4,8995
kz9NPqapGKPhNniRPWomyn,D,D_1,2019,Manual,1541,Petrol,145,35.3,1.6,21995
KFSTAAHb62armNeFvMHPBk,A,A_1,2016,Manual,39000,Diesel,0,76.3,1.6,6990
H9QhKq5tW9s92XwijYzr7T,A,A_9,2019,Manual,2508,Petrol,145,53.3,1.2,9990
c79c2YgXtpZWgaGVEkwSUB,E,E_5,2019,Automatic,5401,Diesel,145,36.2,2.0,43990
U2W7AdpNDx7J8KiWi2mFuG,B,B_2,2016,Manual,80103,Diesel,0,83.1,1.5,7999
D4FLrDojDcRAyo4pG8DGAb,C,C_4,2017,Manual,13515,Petrol,145,60.1,1.2,10991
F5ZcC48U22bpq595EdgYRs,I,I_8,2016,Automatic,30848,Diesel,125,56.5,2.1,20750
FBx2iMjgAyULRSFtZXd42o,I,I_9,2017,Semi-Auto,20070,Diesel,145,64.2,2.1,19000
N7LDNN2ZurEPecgZiQiVSZ,H,H_6,2018,Manual,7074,Petrol,145,40.4,1.0,17490
b3HKTpCPensXoxFXYmPCBn,G,G_3,2017,Manual,23735,Diesel,145,64.2,1.5,14999
Shh2nWJXmLMTKACtFPX934,I,I_6,2020,Semi-Auto,1000,Petrol,145,53.3,1.3,25879
nhAVvqYhMCaQqBWgHvJ56c,I,I_10,2020,Semi-Auto,250,Petrol,145,32.1,3.0,59995
Wum6XqiVzuYNmff8AVf7TZ,I,I_10,2019,Semi-Auto,5648,Petrol,145,31.7,3.0,54000
Es8HQpVuNfJGkTg9dESUgH,B,B_0,2016,Automatic,28217,Diesel,30,62.8,2.0,15250
Cgg6YdpNCDDSVNWZCrG7Mx,I,I_9,2018,Semi-Auto,11896,Petrol,145,46.3,1.5,23899
kiTPBkJ74X2GmW6MD7r78k,I,I_7,2019,Automatic,2486,Diesel,145,55.4,2.0,22990
SiQcnPrYEZPqeZUi5q7Bu6,G,G_1,2016,Manual,38638,Diesel,0,74.3,1.5,10100
DWmgYrENCU6pTezB9Psync,G,G_12,2019,Manual,1956,Diesel,145,61.4,1.5,17950
8Hn5d7sFD5HmwQbX9JwB9T,C,C_0,2019,Manual,3000,Diesel,145,50.4,1.6,20995
EqGDd3xjmrqaEKyVKGkdbL,B,B_4,2017,Manual,24893,Petrol,150,53.3,1.5,13990
PC7dERHuu5iViybW3pykaJ,A,A_7,2017,Manual,10293,Petrol,150,47.1,1.4,7291
ZAr2FHDqLKKsSAotwWFere,G,G_0,2018,Manual,7956,Petrol,145,65.7,1.0,12299
Z4PRXL5cBqygfxpi5wc7MZ,C,C_7,2018,Manual,19411,Petrol,145,64.2,1.0,7777
mubAzt2tnpmPPCfuanB3aK,E,E_8,2019,Manual,9160,Diesel,145,49.6,1.6,20594
Tj6g9fhxn4A5rUDXKj8r2q,A,A_10,2019,Manual,2555,Diesel,145,53.3,1.5,14995
TY3e5d8WQXXAzRHMa9HeMd,F,F_2,2014,Manual,69401,Diesel,125,57.6,2.0,12995
TCk5AeSHhDMaEJG6sgh4Lq,C,C_14,2015,Semi-Auto,52500,Diesel,30,61.4,1.6,9895
Phdjh47nMjMb25kMykQ4ng,B,B_0,2013,Manual,82949,Diesel,30,62.8,2.0,8997
TiNrWMKdhk882CZir8NesB,E,E_4,2019,Semi-Auto,4444,Petrol,145,30.7,2.0,35896
btTGnFP7PdVienqCUa3tdD,E,E_2,2015,Automatic,68003,Diesel,200,47.9,3.0,14722
hBmvuusF3HdDSGneTR9sMN,E,E_4,2019,Manual,4000,Diesel,145,42.8,2.0,28000
MPGvLKSbLQsPECyGZMeEQ5,I,I_9,2020,Semi-Auto,328,Petrol,145,44.1,1.5,39995
n9K7GXZGW4ktFvcMsDo2Q6,A,A_1,2017,Semi-Auto,13000,Petrol,125,51.4,1.4,12495
hyDK7tJRipGWdFU7eHRojA,H,H_1,2017,Manual,23716,Petrol,150,64.2,1.0,6591
6wPnH8nR8fU4JWbRdBzUzB,G,G_1,2017,Manual,38590,Diesel,145,74.3,1.5,11599
3kB8Ncag2fj6HopDs7xqNf,G,G_1,2018,Manual,20300,Petrol,150,41.5,2.0,18999
BMhkYhJFEtsAKnWt3RE73x,B,B_1,2015,Semi-Auto,46659,Diesel,160,49.6,3.0,20490
EmF8y9Tj3b55MFsLsJdNsX,C,C_1,2019,Manual,5640,Petrol,145,50.4,1.5,19350
aEwfuGNMa66irEjNkHCNtW,I,I_10,2017,Semi-Auto,18057,Diesel,145,67.3,2.0,19795
YcAvRz792PGZd7DrnQhjxp,B,B_0,2016,Automatic,72095,Diesel,30,62.8,2.0,13499
NBcNucmT7ur5xAG5QiRXmM,A,A_0,2019,Manual,100,Petrol,145,43.5,1.4,9990
BNwhTttHYUs7raHyCPtGop,C,C_4,2016,Manual,31516,Petrol,20,60.1,1.2,9298
gCgzzfhfS4TwdzvGjz3YtS,C,C_1,2019,Manual,9247,Petrol,150,49.6,1.0,12995
jkdUPgfMU8Pf2rVAUCfrSy,G,G_4,2018,Manual,10426,Petrol,150,54.3,1.0,14490
h5jPRzgVzfbC9VwJ7RbFcr,G,G_3,2017,Manual,26323,Diesel,145,54.3,2.0,15750
8km5Uc6X9Lrw9FwPdbv3uD,I,I_8,2017,Automatic,9867,Diesel,145,56.5,2.1,24994
ff4ukLJh5a3gSNEBnSuQte,G,G_9,2017,Manual,111770,Diesel,125,56.5,2.0,11295
8BmSt7FcCGrw5iRVtyfzBz,A,A_3,2014,Manual,53200,Petrol,205,43.5,1.6,6990
kqSbqmfFEbkQpJbjEKjGGW,G,G_1,2015,Semi-Auto,43450,Petrol,160,44.8,1.6,8465
jCk7NenUgSaaF7gs8LgdGx,A,A_0,2020,Automatic,657,Petrol,150,48.7,1.2,16950
danETrmkhnnUWst3rZcDZm,C,C_1,2018,Manual,21612,Diesel,145,67.3,2.0,15499
G5Lim9DQSacZW689VpbS4n,E,E_6,2019,Semi-Auto,3000,Diesel,145,47.1,2.0,29980
gkk8yoTvapwQXMw5QYZTEM,F,F_3,2015,Manual,42600,Petrol,0,66.0,1.0,6200
2VEghkyuN2oQd6qdW3L8NG,G,G_0,2016,Manual,14705,Petrol,150,47.9,1.6,11750
BAUGsf2sqxxe2Z2vynZrNE,C,C_2,2016,Manual,28941,Diesel,20,68.9,2.0,11798
JYvNY7qxP8aQCP8J3PXgDY,C,C_1,2014,Manual,41430,Diesel,0,68.9,1.6,9300
bpoJYgSx2CZYj4o7fByXKm,H,H_3,2015,Manual,20790,Petrol,30,57.7,1.4,12600
eaP6jmMzdGRabn2GRyut7K,D,D_1,2016,Semi-Auto,11257,Petrol,235,37.7,1.6,17000
Rn8khPjs8mEiAvR7c75NE9,E,E_6,2019,Semi-Auto,12929,Diesel,145,50.4,2.0,28450
nz6LkUkUeGQ2rKMujNP8iu,C,C_10,2017,Semi-Auto,32110,Diesel,145,54.3,2.0,16994
4EXrpw5GFUi6d3h2YQELh4,G,G_10,2015,Manual,55864,Diesel,20,70.6,1.6,6700
BCfZqagHwbwm2eNvgZ5wHb,G,G_1,2017,Semi-Auto,8881,Petrol,125,51.4,1.0,12790
3ZiRT9aey5y2TCGExEB2Jv,E,E_4,2020,Automatic,500,Diesel,145,48.7,2.0,34490
LE5i9r56iF52mhvJLQAy2D,C,C_7,2014,Manual,38904,Petrol,20,62.8,1.0,5200
5MAYKvqbuNN57qigQ82phX,F,F_17,2011,Manual,36154,Petrol,125,50.4,1.3,4985
mq82WTK44f2znBisbS8R83,C,C_1,2011,Manual,76873,Diesel,30,65.7,2.0,5995
QKUiUJtCfmFNrGVEZAwiNn,H,H_7,2018,Manual,13661,Petrol,145,64.2,1.0,9990
YRc2LYPWwxeTVPfmdsfxQB,A,A_1,2018,Automatic,31524,Diesel,145,57.7,1.6,11990
ZFfAnYRWr5pnaHDYmX9wv3,E,E_0,2019,Manual,6000,Petrol,145,47.9,1.0,20595
AxBSrtP7tAv3PhMQ3ojrsh,H,H_1,2017,Manual,34948,Petrol,145,64.2,1.0,6495
CvYSNU5KuRNYNnbE3A2CnA,E,E_1,2015,Manual,35921,Diesel,30,65.7,2.0,13495
7UeoUP5GqgRiroZPgbTFQX,A,A_6,2014,Manual,42932,Petrol,200,42.8,1.4,7990
HTVTkQgNmk9Ee4F5UyPrSo,H,H_2,2016,Semi-Auto,30000,Petrol,125,51.4,1.2,12995
HQNGWr2wUSf63cDe8F2PCH,I,I_4,2020,Automatic,1000,Diesel,145,32.8,2.9,53998
282H6r658jSMmjZ8cUUZcn,H,H_8,2016,Manual,28120,Petrol,125,51.4,1.2,10995
UZUuAFfEmC9cDa3EJLYQ4G,G,G_10,2017,Manual,9073,Petrol,30,55.4,1.0,9694
3bK7wE9ZY9nR2ABkXQr3o4,G,G_0,2016,Manual,21000,Petrol,125,54.3,1.2,7997
aaHSrV2TzQQV4PsYhpAtHq,C,C_4,2020,Manual,2500,Petrol,145,48.7,1.0,14995
S7W9rdcjTqMuLhcmRuzCwq,G,G_0,2017,Manual,25366,Petrol,0,65.7,1.0,8498
dzzxbTaZ9p9yWafuq4oG43,C,C_4,2018,Manual,18350,Petrol,145,64.2,1.0,12995
9SdNarfz5P43ePQWi5jSey,C,C_4,2015,Manual,27375,Petrol,20,60.1,1.2,9522
jrS9DWusd7MZRWriHW98zi,A,A_1,2016,Manual,27532,Petrol,125,51.4,1.4,9050
Lzq37a2yLLdrhubXoHPa9b,A,A_4,2017,Manual,16391,Petrol,150,47.1,1.4,10998
fxBXpVkYi3r4hKn5FaR3MU,H,H_7,2016,Manual,34934,Petrol,20,60.1,1.2,7995
n3HEsfaa3CPAYbePFmk654,C,C_1,2019,Manual,12967,Petrol,150,47.1,1.5,16500
jesFEBbJ4nq6eAsAFzh6Cw,C,C_1,2019,Manual,15252,Diesel,145,57.7,1.6,13698
VAikQJfNYi8Kuz8rXZSGWX,C,C_2,2020,Manual,5000,Petrol,145,43.5,1.5,27489
PutvzxXKXxyRdeJGaDonaw,E,E_2,2018,Manual,13268,Petrol,145,51.4,1.4,19998
k76tHNdvHvedWs8eoFvCip,G,G_5,2017,Manual,68313,Diesel,20,68.9,1.5,9200
DLG9ZzUpq5FmPwqyBTb3Sf,B,B_5,2014,Semi-Auto,26973,Diesel,125,60.1,2.0,15050
9s26xgsJsqq8HK26KiQCny,I,I_6,2018,Automatic,7286,Petrol,145,53.3,1.3,19490
aBorHhs4RniwjuioXHeVAr,E,E_5,2019,Automatic,5000,Diesel,145,39.2,2.0,31250
SRnfRLApP2yKnGdTpeEyVq,F,F_3,2013,Manual,36253,Petrol,30,58.9,1.0,5698
bABFkDPzCYSG2MWSoNLT2D,C,C_1,2016,Manual,15755,Petrol,145,47.1,2.0,17998
6dfrFXwMtkZSariqYiWMcY,E,E_5,2014,Manual,37245,Petrol,235,37.7,2.0,18499
EfkuLeQxu3PEV76Ye7ancD,E,E_1,2016,Semi-Auto,57173,Diesel,20,64.2,2.0,15495
myVQidPnspcEBwE6Dzf6Qp,A,A_4,2017,Manual,16627,Petrol,150,47.1,1.4,12499
4NieWiEVc8BkL4DCtxcVLm,A,A_2,2019,Manual,5870,Petrol,145,46.3,1.0,8495
7giNmT8FVqUat4Q8zfAigp,I,I_9,2019,Automatic,11907,Petrol,145,44.1,1.5,24244
E2LpYtfLSLMVo45YB3kRd9,H,H_7,2017,Manual,24674,Petrol,145,64.2,1.0,9650
L9SeS2YdHqZ7zFg3Pnx7zA,F,F_5,2014,Manual,13772,Petrol,0,69.0,1.0,6680
LX8BRZRzK4V6UjPeyhhbQb,C,C_14,2016,Manual,32608,Diesel,30,64.2,1.6,14490
i9Gc7i8YzrB8HxduEuTMFC,C,C_13,2018,Automatic,9288,Diesel,145,44.1,2.0,23700
bpNfJ3AuLnopK9pzVrBVez,E,E_14,2019,Automatic,5000,Diesel,145,48.7,3.0,42750
H8BDJGaJaSJix6SyXgZfbc,F,F_3,2015,Manual,30252,Petrol,30,58.0,1.3,7495
DwfuS74W97waXJ46VjS3PH,D,D_1,2017,Manual,47840,Diesel,30,61.7,1.7,13995
RoGb5Xv8nFnL97Z9ciaPgB,I,I_9,2019,Semi-Auto,7578,Petrol,145,47.1,1.5,26479
eZnWADb8K5qZwnRAiSePCY,E,E_4,2020,Manual,1014,Petrol,145,40.9,1.5,29995
XU2jAKgXuPheSRHuuqS6L8,C,C_1,2015,Manual,57226,Diesel,20,67.3,2.0,13995
dEedYbDoVVNGyeS9e7dK4Q,C,C_7,2019,Manual,6000,Petrol,145,54.3,1.0,9375
66waSy55TZtYpiS5WoVZxQ,G,G_3,2019,Manual,8913,Petrol,145,35.3,1.5,18500
MpdU4Xdcs5akjQJ9sCiFbe,C,C_5,2017,Semi-Auto,22643,Petrol,150,38.2,2.0,25991
Jjrj5vsAnAenkGfmFZx3W9,G,G_14,2019,Manual,9000,Petrol,145,43.5,1.2,9699
PEnJ6XCGGDwXKSsn45ixYq,G,G_3,2018,Manual,14748,Diesel,145,64.2,1.5,15995
QASYmkjfUL7hxCpAp3mCRW,A,A_0,2015,Manual,15182,Petrol,125,53.3,1.2,6621
5GkM9oZ7Pb3b9L2iRCwyJ5,I,I_6,2018,Automatic,16371,Diesel,145,65.7,1.5,17599
fRijb6MQD6DF5vGmQqYLAP,G,G_0,2014,Manual,33353,Petrol,0,65.7,1.0,6998
V7BgkTwNe3f6977bfqXMKo,E,E_0,2018,Manual,20521,Petrol,150,47.9,1.0,14000
EMyv4paHXJD6ifu8NLTcUt,C,C_1,2017,Manual,15570,Petrol,30,53.3,1.4,12700
aWNgUBcV63PvcGJAKV5gt2,G,G_1,2019,Manual,4430,Petrol,145,34.5,2.3,29495
ihMra9gGzWKwYLWLb8R8xP,I,I_1,2018,Automatic,11917,Diesel,145,52.3,3.0,38980
h7dwcDgrvjzqi5PAi9hwnK,B,B_2,2019,Manual,7753,Diesel,145,65.7,2.0,19495
DzeGBsXt47NzWp8hM5taBA,I,I_6,2017,Automatic,17726,Petrol,145,40.9,2.0,27750
YgX4PSqD98PErYkRSHzqUB,I,I_6,2020,Manual,3150,Petrol,145,45.6,1.3,28989
hfESHQzk7mTNpKXponQ4tK,E,E_4,2017,Manual,34617,Diesel,30,60.1,2.0,17495
27cdBS5Bv8V6dhdZVxkTPp,I,I_6,2017,Semi-Auto,6498,Petrol,145,52.3,1.6,17699
fEHp3MgnaUSZ3Xjvii9fG4,E,E_10,2017,Semi-Auto,8997,Petrol,150,43.5,2.0,22400
a4fpbPNhYZbMunZ7MqbN9j,I,I_8,2018,Semi-Auto,34229,Diesel,145,56.5,2.1,31950
SvkESLTSdtN5672rWBuZp8,E,E_2,2019,Automatic,10000,Diesel,145,44.8,2.0,26950
TVjBzAva3ik9t2wf5cov46,C,C_4,2017,Manual,13000,Petrol,150,60.1,1.2,11500
6YUXMmRpdfhpDuda65MTrm,A,A_1,2017,Manual,12523,Petrol,145,51.4,1.4,10250
BCgU3Swuhz7PzJ5xLy4hpw,C,C_8,2018,Manual,10416,Diesel,145,55.4,2.0,19500
AsHQNeHTjNF7Ss8Z6fjgqU,G,G_1,2016,Manual,20288,Petrol,20,61.4,1.0,9250
SVg8XFDuDUDFBUkoHArocL,A,A_12,2017,Manual,19048,Diesel,145,54.3,2.0,12998
9AwgNUVXscYVCcR4csw9EC,E,E_2,2019,Semi-Auto,3500,Diesel,145,40.4,3.0,45950
nwRycXNYLeu9TuruWqJdhu,G,G_4,2019,Manual,6777,Petrol,145,53.3,1.0,15000
WvYs9fVJ3rnium46zbUksw,C,C_4,2019,Manual,12881,Petrol,150,48.7,1.0,12000
UPnWbsPpDHRM3uxiVtepbL,G,G_0,2014,Manual,60002,Petrol,145,47.9,1.6,8299
KPtezzzWsJmR5jutjyks82,A,A_4,2018,Manual,3045,Petrol,145,47.1,1.4,11998
NeqjL8hb52urKwRdubxEMB,B,B_7,2015,Automatic,42492,Diesel,145,56.5,3.0,15700
KoYfHkUmRayPDf3G9bStbn,A,A_1,2018,Manual,13198,Petrol,145,62.8,1.0,10099
D7MY8uq4fKR8czwRSXxTjH,D,D_11,2018,Semi-Auto,10958,Diesel,145,39.2,2.2,30699
jGFiZJGHhZ8FasXdcpsMLE,G,G_1,2019,Manual,8109,Petrol,145,60.1,1.0,15330
hg3tWjHkTaPBmip5R2xkfQ,B,B_7,2017,Manual,37323,Diesel,150,67.3,2.0,13998
8wtHgEKkDUB7eiHkrc7nHJ,E,E_2,2015,Manual,58774,Diesel,160,50.4,2.0,14500
KnBcTjqRecWCy6jStpEjNk,B,B_7,2020,Semi-Auto,1523,Diesel,145,50.4,2.0,36995
cxiRt7iKSNNAPKs2h8WaWm,C,C_4,2020,Semi-Auto,1000,Petrol,145,46.3,1.0,18795
hLM3GTBXRTowrpG2Y9ykbW,E,E_4,2019,Semi-Auto,13433,Petrol,145,31.7,2.0,30543
UdgriFcvN67sndoY7CMmnH,I,I_4,2016,Semi-Auto,14149,Diesel,235,42.8,3.0,30998
Aw4tcWmNmZWGov8xEvHnKj,G,G_0,2017,Manual,28569,Petrol,125,54.3,1.3,7980
bA5pboYaj9PFwuDgGZaosY,G,G_10,2016,Manual,25339,Petrol,30,55.4,1.0,8495
k3AG3BPtYujYdYWAQznKsz,G,G_3,2015,Automatic,37574,Petrol,235,38.2,1.5,13500
aMGMyjAurhChG3FqX2GaHR,E,E_5,2019,Automatic,6929,Petrol,145,34.0,3.0,43490
kWYa6aoee6ye3XnJCcBrNc,H,H_7,2016,Manual,18696,Petrol,20,60.1,1.2,9990
MW7BDNPtFvrwsQmF7yXFZS,G,G_3,2017,Manual,23237,Diesel,125,60.1,2.0,15995
DHmGawk8dLu5s3jVQj79y9,B,B_2,2013,Manual,60741,Diesel,30,65.7,2.0,8298
Xyiv8zx5LofdYVtrnCsCDw,D,D_2,2018,Manual,32573,Petrol,150,57.7,1.2,7159
BM2zmeAYfSAzfm7LRKHbMZ,C,C_1,2015,Manual,89924,Diesel,20,68.9,2.0,8207
baRPYSyb9Tzt25fskLJaSc,F,F_3,2019,Automatic,10995,Hybrid,135,76.3,1.5,13988
RnqLVZp5FDteRYSgbHfW97,B,B_5,2013,Automatic,34704,Petrol,160,44.1,2.0,15200
BrPRRiLmsNYsfzedBdMwS5,A,A_12,2019,Manual,11132,Petrol,145,49.6,1.5,17291
9HoFJmuBNHhAd5hXqdXxqt,B,B_7,2020,Semi-Auto,12,Petrol,150,41.5,2.0,29990
4i9cfjohEdzeQsVARFZ5Jv,B,B_7,2006,Automatic,61808,Petrol,305,35.8,2.0,4000
kktNAew3jLHKmtgzc7ht9q,A,A_0,2016,Manual,15000,Petrol,30,55.4,1.4,6490
DZRsZS79uHsWjB8zNHgdMJ,C,C_4,2016,Semi-Auto,33958,Petrol,20,60.1,1.2,10495
kkyu3J5ufbHmLtjxagFMnq,H,H_3,2019,Semi-Auto,6692,Petrol,145,36.7,1.5,22458
QNaXFickBj3E6o4uCTtezH,F,F_0,2017,Manual,6725,Petrol,145,36.2,2.0,19500
SkkTr73syhpccvxK7bLBHw,G,G_1,2019,Manual,9493,Petrol,145,60.1,1.0,16000
5RdpsWpRD3ibWLZqZiVjgq,G,G_1,2015,Manual,32000,Petrol,20,61.4,1.0,8474
c4kZvbfZAL6ENDPGaSkoAN,C,C_4,2016,Manual,15058,Petrol,20,60.1,1.2,10290
U4ybV7tguzyzGm5ki2svfd,C,C_4,2017,Manual,27500,Petrol,150,65.7,1.0,11699
nwav8vcTNcgPoPYo6jqftL,E,E_2,2019,Semi-Auto,3000,Petrol,145,38.7,2.0,27495
gxnoAycCvfpgjSi9HDk7hY,H,H_0,2016,Manual,59121,Diesel,0,74.3,1.6,9200
hVEBNUL3idcf8wY5fa4tfQ,E,E_6,2015,Manual,28392,Diesel,30,60.1,2.0,14970
aF6EN9YRDZqnDJeA9E5tSD,C,C_4,2016,Manual,16822,Petrol,20,60.1,1.0,8995
WymhxWGYG846WbXg33pBdo,A,A_0,2017,Manual,19844,Petrol,145,55.4,1.4,9000
ixaQavtMckDenidu9LwQRi,A,A_0,2018,Manual,24500,Petrol,150,43.5,1.4,8990
7r2foTSfxY4vJVM2G27qJA,F,F_5,2018,Semi-Auto,4110,Petrol,145,67.3,1.0,9870
8QpLNAVJ8fgv8YaFqrvNfy,H,H_2,2017,Semi-Auto,31968,Petrol,125,51.4,1.2,12995
XaBgX3bgEoNGBeicRgpGyT,G,G_0,2018,Manual,29463,Petrol,150,62.8,1.0,11250
7hUWBx3Q2N6MTbYQ4wFVCz,C,C_12,2018,Automatic,3600,Diesel,145,34.5,3.0,41885
FZFn2nWm3vvMK7qadmCznJ,A,A_0,2019,Manual,14692,Petrol,145,43.5,1.4,9900
UiE7txnYCB5xHBDen3ewgN,I,I_6,2019,Automatic,13115,Diesel,145,67.3,1.5,22980
b7gpzh4zCKJW5JQkQMFRQv,C,C_1,2019,Manual,5347,Petrol,145,47.1,1.5,17622
FfidL66PEjmG5oooZPUhta,B,B_0,2020,Semi-Auto,6000,Hybrid,145,60.1,2.0,31995
kEgKDAozVBRrkxBVXhJ6ZK,C,C_5,2017,Automatic,13947,Diesel,145,57.6,2.0,25000
PzSoFJo8yS6DWLxr5F7ST8,C,C_7,2014,Manual,24000,Petrol,20,60.1,1.0,6999
BREYAm3w2fQJeDC6z77DeY,B,B_2,2017,Automatic,8946,Diesel,145,70.6,2.0,13700
QuaB24QVMje8dRo7ikHf6W,C,C_0,2019,Automatic,6737,Diesel,145,50.4,2.0,24549
2oEmHhUL9zRj5B8rexHhz5,G,G_0,2014,Manual,15412,Petrol,0,65.7,1.0,7798
PX2nNQ2hBewCiduuutXgau,I,I_6,2019,Manual,11245,Petrol,145,28.5,1.3,19592
jsB7KV7uoEKhPpUoQ9gKpr,I,I_9,2018,Semi-Auto,8673,Diesel,145,54.3,2.0,29232
PpAEv7V2MHFPQsiB3se5YT,E,E_4,2017,Manual,22491,Petrol,125,51.4,1.4,17399
GB2ujx6vmoLGPofEtTKNas,F,F_3,2013,Automatic,31336,Hybrid,0,80.7,1.5,9700
e4gFiXHUKeLnsJQZYnqhNq,A,A_1,2018,Manual,22183,Petrol,145,62.8,1.0,9964
oUZHXLHP5PYHyzgTJWWgXD,G,G_0,2015,Manual,36700,Petrol,0,65.7,1.0,7298
WedtYQnm8VcXAhUTvm8VDa,H,H_1,2013,Manual,29946,Petrol,20,62.8,1.0,5200
Q9p7wQFdm44dDs4fViqiPb,C,C_5,2017,Manual,33084,Diesel,125,58.9,2.0,16812
YS5nS87NZ2RuEX4rF9YxRD,A,A_4,2019,Manual,13623,Petrol,145,39.2,1.4,12698
Fkcgwg2gVxtMXijpKrqVkt,C,C_1,2019,Manual,10,Diesel,145,55.4,2.0,19498
Pi2v6kFEpkWsHgM6JZ6vfC,D,D_1,2018,Manual,29413,Petrol,150,44.8,1.6,13300
huCF278Brw8mRHGo8YHpDt,E,E_5,2019,Semi-Auto,8700,Hybrid,135,117.7,2.0,44495
iHukZCkuHooEzMSus78xpM,C,C_5,2019,Semi-Auto,9440,Petrol,145,37.7,1.5,21995
TN4uvxBybUx5GrSPxZ2Gjq,G,G_1,2017,Automatic,3000,Petrol,145,51.4,1.0,13495
nJnPHVb8ZycPCQTzgof6Wd,I,I_6,2015,Manual,32648,Diesel,0,74.3,1.5,11498
DzAqJpLPZL6Fa43MLFY5r2,A,A_6,2016,Manual,16548,Diesel,20,68.9,1.6,9800
L9p38dSQ9U6yHjhkMvUjgv,H,H_7,2017,Manual,42007,Diesel,20,70.6,1.4,8976
chPM2Z53SfqnhamohcxSCB,I,I_2,2017,Automatic,24529,Diesel,30,70.6,2.1,18048
hvX9EMbFRKbyXWNq7vggq5,C,C_2,2020,Semi-Auto,50,Diesel,145,49.6,1.6,20998
f4uhQcV6QdFirPqCXY2xdT,E,E_5,2015,Semi-Auto,44100,Diesel,235,42.8,3.0,26490
SNzHnq8Q9vHRxELPFAAwCH,E,E_5,2019,Semi-Auto,10628,Diesel,145,38.2,2.0,36500
To7xPgMr3BXrz4fdn6zZDF,C,C_1,2019,Semi-Auto,80,Petrol,145,36.2,2.0,33980
2DZtunJDDTonNSuQtpD6M8,I,I_6,2019,Automatic,2501,Diesel,145,62.8,1.5,23750
9k2774ZVGoppWe43naxXeV,G,G_0,2014,Manual,55000,Petrol,0,65.7,1.0,5995
